document_id,en_name,en_abstract,keywords,technical_cluster_id,technical_label_zh,technical_confidence,technical_evidence,application_cluster_id,application_label_zh,application_confidence,application_evidence,evidence_quality,gold_status,gold_review_rounds
DOC_0410,Switching between direct oral anticoagulants: a systematic review and meta-analysis,"Crossover between direct oral anticoagulants (DOACs) has been underinvestigated, but happens frequently in clinical practice. It is still unknown whether DOACs have similar rates of switch, or whether some DOACs are more prone to be switched over time. We reviewed studies comparing DOAC-to-DOAC switch prevalence, and compared risk of switch depending on index DOAC through meta-analysis. Systematic review followed PRISMA guidelines and deposited protocol (PROSPERO#CRD42020152405). MEDLINE, EMBASE, and Cochrane-CENTRAL were searched up to 1/3/2020 for studies reporting on DOAC-to-DOAC switch. We determined by meta-analysis the pooled odds ratio (OR) for switch depending on index DOAC prescribed. Newcastle–Ottawa Scale was used for bias assessment. Among 221 results retrieved, 5 large studies (n = 259,308, mean age ranging 61.2–79.3) provided data on DOAC-to-DOAC switch. Studies were all large retrospective, observational and claims registry-based, with similar ascertainment of exposure and switch. Bias assessment revealed fair to high quality. Among DOACs, apixaban had consistently lower risk of DOAC-to-DOAC switch compared to dabigatran (OR 0.29, 95% CI 0.25–0.34) or rivaroxaban (OR 0.58, 95% CI 0.50–0.67), the former carrying a higher risk than the latter (OR 2.35, 95% CI 1.93–2.86). Results were robustly confirmed by sensitivity analysis. Apixaban might carry a lower risk of DOAC-to-DOAC switch compared to dabigatran and rivaroxaban. Further studies are needed to confirm long-term safety and effectiveness of switching paradigm.","['Adverse events', 'Atrial fibrillation', 'Bleeding', 'Crossover', 'Direct oral anticoagulants', 'Factor Xa inhibitors']",T05,系统综述与Meta分析,0.95,explicit systematic review/meta-analysis,A01,心血管与循环系统疾病,0.83,title/keyword/application evidence: cardiac|cardiovascular|heart|hypertension|atrial fibrillation|myocardial|aortic|vascular|thrombosis|stroke|coronary|platelet,full,model_reviewed_high,3
DOC_0411,Correlations for catalyst deactivation during valorization of biomass-derived acetone and butanol,"Recently we reported valorization of biomass-derived acetone and butanol in which acetone hydrogenation and butylation exhibited systematic trends for catalyst life as a function of total reaction pressure. These works did not address kinetics of catalyst deactivation behaviour. The present, relatively short, communication attempts to determine rate constants for main and deactivation reactions are calculated for different pressures. Variation of rate constants with pressure has scantily been reported unlike with temperature. Values of both constants decreased with increasing pressure; however, main reaction rate constant declined slowly resulting in much higher values of their ratios. This particular aspect led to higher conversions at higher pressures which were simultaneously accompanied by reduced coking. Knowledge of rates of catalyst deactivation helps select reactor configuration, i.e., fixed and fluidised beds or moving bed reactors. Thus this study assists selection of reactor, catalysts, and operating conditions to impart value addition to biomass-derived chemicals. A parameter accounting for pressure effect on rate constants too has been determined. The same parameter for deactivation reaction has been correlated with ratio of rate constants for main and deactivation reactions.","['Acetone alkylation', 'Acetone hydrogenation', 'Catalyst deactivation', 'Deactivation kinetics', 'Zeolites']",T18,化学合成与催化反应,0.88,catalysis/chemical conversion,A21,化学催化与碳资源转化,0.96,title/keyword/application evidence: catalyst|catalysis|co2 capture|co2 conversion|electrocatalytic|photocatalytic|chemical conversion,full,model_reviewed_high,3
DOC_0415,Study on the influence of the introduction of the thiophene group on the photocatalytic performance of polymer,"Two novel conjugated organic polymers BTTh-1 and BTTh-2 were designed and synthesized. They were prepared by the reaction of two aldehyde units with melamine. Both aldehyde units were based on benzothiadiazole. The difference between the final aldehyde units was the introduction of thiophene groups in the BTTh-2 aldehyde monomer units. The difference between the two materials in the photocatalytic degradation of tetracycline was discussed in the context of the thiophene unit. The degradation efficiency of tetracycline by BTTh-2 (90.9%) was much higher than that of BTTh-1 (40.7%). The characterization results showed that BTTh-2 has a strong charge separation ability and fast transmission rate. After light excitation, the recombination ability of photogenerated holes and electrons becomes weak, and it has better utilization ability for visible light; the bandgap width is narrower.","['conjugated polymers', 'Thiophene', 'visible light catalysis']",T18,化学合成与催化反应,0.88,catalysis/chemical conversion,A21,化学催化与碳资源转化,0.96,title/keyword/application evidence: catalyst|catalysis|co2 capture|co2 conversion|electrocatalytic|photocatalytic|chemical conversion,full,model_reviewed_high,3
DOC_0416,Colossal Magnetization and Giant Coercivity in Ion-Implanted (Nb and Co) MoS 2 Crystals,"Colossal saturation magnetization and giant coercivity are realized in MoS2 single crystals doped with Nb and/or Co using an ion implantation method. Magnetic measurements have demonstrated that codoping with 2 at % Nb and 4 at % Co invoked a ""giant"" coercivity, as high as 9 kOe at 100 K. Doping solely with 5 at % Nb induces a ""colossal"" magnetization of 1800 emu/cm3 at 5 K, which is higher than that of metallic Co. The high magnetization is due to the formation of Nb-rich defect complexes, as confirmed by first-principles calculations. It is proposed that the high coercivity is due to the combined effects of strong directional exchange coupling induced by the Nb and Co doping and pinning effects from defects within the layered structure. This high magnetization mechanism is also applicable to 2D materials with bilayers or few layers of thickness, as indicated by first-principles calculations. Hence, this work opens a potential pathway for the development of 2D high-performance magnetic materials.The Supporting Information is available free of charge at https://pubs.acs.org/doi/10.1021/acsami.0c18150.List of the magnetization and coercivity from reported doped 2D materials, XPS, ZFC/FC curves, hysteresis loops, SIMS depth profile, and XANES (PDF)This article has not yet been cited by other publications.","['2D materials', 'coercivity', 'first-principles calculations', 'magnetization', 'MoS<sub>2</sub>']",T15,第一性原理与原子分子模拟,0.92,explicit atomistic/first-principles method,A12,生态保护与农业生物,0.96,title/keyword/application evidence: ecology|species|biodiversity|conservation|plant|crop|forest|wildlife|agroecology|farmland|seed,full,model_reviewed_high,3
DOC_0417,Single-Cell Transcriptomics Reveals Zone-Specific Alterations of Liver Sinusoidal Endothelial Cells in Cirrhosis,"BackgroundDysfunction of liver sinusoidal endothelial cells (LSECs) is permissive for the progression of liver fibrosis/cirrhosis and responsible for its clinical complications. Here, we have mapped the spatial distribution of heterogeneous liver ECs in normal versus cirrhotic mouse livers and identified zone-specific transcriptomic changes of LSECs associated with liver cirrhosis using single-cell RNA sequencing technology.Approach ResultsCirrhosis was generated in endothelial specific green fluorescent protein (GFP) reporter mice through carbon tetrachloride inhalation for 12 weeks. GFP-positive liver EC populations were isolated from control and cirrhotic mice by FACS. We identified 6 clusters of liver EC populations including 3 clusters of LSECs, 2 clusters of vascular ECs and 1 cluster of lymphatic ECs. Based on previously reported LSEC-landmarks, we mapped the 3 clusters of LSECs in Zones 1, 2 and 3, and determined phenotypic changes in each zone between control and cirrhotic mice. We found genes representing capillarization of LSECs (e.g., CD34) as well as extracellular matrix genes were most upregulated in LSECs of Zone 3 in cirrhotic mice, which may contribute to the development of basement membranes. LSECs in cirrhotic mice also demonstrated decreased expression of endocytic receptors, most remarkably in Zone 3. Transcription factors (Klf2, Klf4 and AP-1) that induce nitric oxide production in response to shear stress were downregulated in LSECs of all zones in cirrhotic mice, implying increased intrahepatic vascular resistance.ConclusionThis study deepens our knowledge of the pathogenesis of liver cirrhosis at a spatial, cell-specific level, which is indispensable for the development of novel therapeutic strategies to target the most dysfunctional liver ECs.","['Endothelial Dysfunction', 'Liver Fibrosis', 'Lymphatic Endothelial Cells', 'Portal Hypertension', 'scRNA-seq']",T09,组学测序与生物信息分析,0.91,omics/sequencing method,A06,消化肝胆与胃肠疾病,0.96,title/keyword/application evidence: liver|hepatic|intestinal|gastrointestinal|bowel|colon|colorectal|pancrea|constipation|renal transplant|kidney disease,full,model_reviewed_high,3
DOC_0419,The Glucocorticoid Receptor in Intestinal Epithelial Cells Alleviates Colitis and Associated Colorectal Cancer in Mice,"Background AimsInflammatory bowel disease is commonly treated by administration of glucocorticoids. While the importance of intestinal epithelial cells for the pathogenesis of this disorder is widely accepted, their role as target cells for glucocorticoids has not been explored. To address this issue, we induced colonic inflammation in GRvillin mice, which carry an inducible deletion of the glucocorticoid receptor in intestinal epithelial cells.MethodsColitis and colitis-associated colorectal cancer were induced by administration of dextran sulfate sodium and azoxymethane in mice. Clinical parameters, epithelial permeability and tumor development were monitored during disease progression. Colon tissue, lamina propria cells and intestinal epithelial cells were examined by gene expression analyses, flow cytometry, histopathology, and immunohistochemistry.ResultsThe absence of the intestinal epithelial glucocorticoid receptor aggravated clinical symptoms and tissue damage, and compromised epithelial barrier integrity during colitis. Gene expression of chemokines, pattern recognition receptors and molecules controlling epithelial permeability was dysregulated in intestinal epithelial cells of GRvillin mice, leading to a reduced recruitment and a hyperactivation of leukocytes in the lamina propria of the colon. Importantly, the exaggerated inflammatory response in GRvillin mice also enhanced associated tumorigenesis in mice, resulting in a higher number and larger size of tumors in the colon.ConclusionsOur results reveal an important role of intestinal epithelial cells as targets of glucocorticoid action in inflammatory bowel disease and suggest that the efficacy with which colitis is kept at bay directly affects the progression of colorectal cancer.","['Colon', 'Epithelial Barrier', 'Inflammation', 'Tumor']",T10,病理组织与免疫组化诊断,0.89,pathology/IHC method,A03,肿瘤与癌症诊疗,0.96,title/keyword/application evidence: cancer|tumou?r|carcinoma|oncology|metasta|leukaemia|leukemia|lymphoma|sarcoma|myeloma,full,model_reviewed_high,3
DOC_0420,Mesenteric Neural Crest Cells Are the Embryological Basis of Skip Segment Hirschsprung’s Disease,"BACKGROUND AIMSDefective rostrocaudal colonization of the gut by vagal neural crest cells (vNCCs) results in Hirschsprung's disease (HSCR), which is characterized by aganglionosis in variable lengths of the distal bowel. Skip segment Hirschsprung's disease (SSHD), referring to a ganglionated segment within an otherwise aganglionic intestine, contradicts HSCR pathogenesis and underscores a significant gap in our understanding of the development of the enteric nervous system. Here, we aimed to identify the embryonic origin of the ganglionic segments in SSHD.METHODSIntestinal biopsies from HSCR patients were prepared via the Swiss-roll technique to search for SSHD cases. NCC migration from the neural tube to the gut was spatiotemporally traced using targeted cell lineages and gene manipulation in mice.RESULTSAfter invading the mesentery surrounding the foregut, vNCCs separated into two populations: mesenteric NCCs (mNCCs) proceeded to migrate along the mesentery, whereas enteric NCCs (eNCCs) invaded the foregut to migrate along the gut. mNCCs not only produced neurons and glia within the gut mesentery, but also continuously complemented the eNCC pool. Two new cases of SSHD were identified from 183 HSCR patients, and Endothelin receptor type B (Ednrb)-mutant mice, but not Ret-/- mice, demonstrated a high incidence rate of SSHD-like phenotypes.CONCLUSIONSMesenteric NCCs, a subset of vNCCs that migrate into the gut via the gut mesentery to give rise to enteric neurons, could provide an embryologic explanation for SSHD. These findings lead to novel insights into the development of the enteric nervous system and the etiology of HSCR.","['Aganglionosis', 'EDN3/EDNRB Signaling Pathway', 'Enteric Nervous System', 'Gastrointestinal Tract']",T22,动物模型与药理干预实验,0.86,animal model/in-vivo intervention,A06,消化肝胆与胃肠疾病,0.88,title/keyword/application evidence: liver|hepatic|intestinal|gastrointestinal|bowel|colon|colorectal|pancrea|constipation|renal transplant|kidney disease,full,model_reviewed_high,3
DOC_0421,Cost-Effectiveness of Pediatric Influenza Vaccination in The Netherlands,"ObjectiveThis study evaluates the cost-effectiveness of extending the Dutch influenza vaccination program for elderly and medical high-risk groups to include pediatric influenza vaccination, taking indirect protection into account.MethodsAn age-structured dynamic transmission model was used that was calibrated to influenza-associated GP visits over 4 seasons (2010-2011 to 2013-2014). The clinical and economic impact of different pediatric vaccination strategies were compared over 20 years, varying the targeted age range, the vaccine type for children or elderly and high-risk groups. Outcome measures include averted symptomatic infections and deaths, societal costs and quality-adjusted life-years (QALYs), and incremental cost-effectiveness ratios. Costs and QALYs were discounted at 4% and 1.5% annually.ResultsAt an assumed coverage of 50%, adding pediatric vaccination for 2- to 17-year-olds with quadrivalent live-attenuated vaccine to the current vaccination program for elderly and medical high-groups with quadrivalent inactivated vaccine was estimated to avert, on average, 401 820 symptomatic cases and 72 deaths per year. Approximately half of averted symptomatic cases and 99% of averted deaths were prevented in other age groups than 2- to 17-year-olds due to herd immunity. The cumulative discounted 20-year economic impact was 35 068 QALYs gained and €1687 million saved, that is, the intervention was cost-saving. This vaccination strategy had the highest probability of being the most cost-effective strategy considered, dominating pediatric strategies targeting 2- to 6-year-olds or 2- to 12-year-olds or strategies with trivalent inactivated vaccine.ConclusionModeling indicates that introducing pediatric influenza vaccination in The Netherlands is cost-saving, reducing the influenza-related disease burden substantially.","['children', 'cost-effectiveness', 'dynamic transmission model', 'economic evaluation', 'influenza', 'vaccination']",T21,经济评价与政策分析,0.93,explicit economic/utility method,A08,妇产儿科与生殖健康,0.96,title/keyword/application evidence: pediatric|children|child|pregnan|preeclampsia|menstrual|dysmenorrhea|neonatal|maternal|fertility|reproductive,full,model_reviewed_high,3
DOC_0424,Construction of Hybrid Fluorescent Sensor for Cu2+ Detection Using Fluorescein-functionalized CdS Quantum Dots Via FRET,"A new hybrid fluorescent nanosensor (Flu@Mea-CdS) for the Cu2+ detection in aqueous solution was constructed through fluorescence resonance energy transfer (FRET). The Flu@Mea-CdS was fabricated by amide linkage between CdS quantum dots capped with cysteamine (Mea-CdS) and fluorescein. With the formation of FRET process from Mea-CdS quantum dots to fluorescein, the fluorescence intensity of fluorescein at 520 nm was significantly enhanced. In addition, the sensor based on FRET has high selectivity for Cu2+ ions detection. With the presence of Cu2+ ions, Cu2+ ions were transferred to Cu2S by the reaction with Flu@Mea-CdS, which caused the inhibition of FRET process and quenched the fluorescence signal of 520 nm. Compared with Mea-CdS quantum dots, the Flu@Mea-CdS sensor has a lower detection limit for Cu2+. The linear range is 4–14 μM, and the detection limit is 0.17 μM. The sensor has been successfully applied to the detection of Cu2+ ions in practical samples, which shows its potential application value in environmental monitoring.","['Cu<sup>2+</sup> ions detection', 'Fluorescein', 'FRET', 'Mea-CdS quantum dots', 'Sensor']",T12,材料合成与制备工艺,0.86,material synthesis/fabrication,A16,电子半导体与传感器件,0.96,title/keyword/application evidence: semiconductor|photodetector|sensor|flexible electronics|transistor|microelectrode|electronic device|optoelectronic,full,model_reviewed_high,3
DOC_0426,"Stretchable, Healable, and Degradable Soft Ionic Microdevices Based on Multifunctional Soaking-Toughened Dual-Dynamic-Network Organohydrogel Electrolytes","Electronic materials and devices that can mimic biological systems featured with elasticity, toughness, self-healing, degradability, and environmental friendliness drive the technological developments in fields spanning from bioelectronics, biomedical diagnosis and therapy, electronic skin, and soft robotics to Internet-of-Things with ""green"" electronics. Among them, ionic devices based on gel electrolytes have emerged as attractive candidates for biomimetic systems. Herein, we presented a straightforward approach to demonstrate soft ionic microdevices based on a versatile organohydrogel platform acting as both a free-standing, stretchable, adhesive, healable, and entirely degradable support and a highly conductive, dehydration- and freezing-tolerant electrolyte. This is achieved by forming a gelatin/ferric-ion-cross-linked polyacrylic acid (GEL/PAA) dual dynamic supramolecular network followed by soaking into a NaCl glycerol/water solution to further toughen the gelatin network via solvent displacement, thus obtaining a high toughness of 1.34 MJ·cm–3 and a high ionic conductivity ( 7 mS·cm–1). Highly stretchable and multifunctional ionic microdevices are then fabricated based on the organohydrogel electrolytes by simple transfer printing of carbon-based microelectrodes onto the prestretched gel surface. Proof-of-concept microdevices including resistive strain sensors and microsupercapacitors are demonstrated, which displayed outstanding stretchability to 300% strain, resistance to dehydration for 6 months, autonomous self-healing, and rapid room-temperature degradation within hours. The present material design and fabrication approach for the organohydrogel-based ionic microdevices will provide promising scope for life-like and sustainable electronic systems.The Supporting Information is available free of charge at https://pubs.acs.org/doi/10.1021/acsami.0c14472.Organohydrogel exhibiting stretchability and conductivity even after ambient storage for more than 6 months (MP4)Supplementary figures of S1-S8 including schematic of synthesis procedures, additional photos and tests of GEL/PAA-GL electrolytes, fabrication process of microelectrodes, and electrochemical performances of microsupercapacitors (PDF)This article has not yet been cited by other publications.","['degradable', 'ionic microdevices', 'micro-supercapacitor', 'organohydrogel electrolyte', 'self-healing electronics', 'stretchable electronics']",T26,控制规划与机器人自动化,0.9,control/robotics method,A14,能源、电池与太阳能系统,0.96,title/keyword/application evidence: battery|energy storage|solar cell|photovoltaic|fuel cell|hydrogen energy|microgrid|electrolyte|cathode|anode,full,model_reviewed_high,3
DOC_0428,The road to atomically thin metasurface optics,"Abstract The development of flat optics has taken the world by storm. The initial mission was to try and replace conventional optical elements by thinner, lightweight equivalents. However, while developing this technology and learning about its strengths and limitations, researchers have identified a myriad of exciting new opportunities. It is therefore a great moment to explore where flat optics can really make a difference and what materials and building blocks are needed to make further progress. Building on its strengths, flat optics is bound to impact computational imaging, active wavefront manipulation, ultrafast spatiotemporal control of light, quantum communications, thermal emission management, novel display technologies, and sensing. In parallel with the development of flat optics, we have witnessed an incredible progress in the large-area synthesis and physical understanding of atomically thin, two-dimensional (2D) quantum materials. Given that these materials bring a wealth of unique physical properties and feature the same dimensionality as planar optical elements, they appear to have exactly what it takes to develop the next generation of high-performance flat optics.","['2D materials', 'flat optics', 'metasurfaces']",T17,工程器件、天线与原型设计,0.9,engineering device/prototype design,A17,光学光子、天线与射频,0.96,title/keyword/application evidence: antenna|waveguide|laser|photonic|optical|metasurface|holographic|orbital angular momentum|terahertz|microwave,full,model_reviewed_high,3
DOC_0430,Ultralow Thermal Conductivity and Large Figure of Merit in Low-Cost and Nontoxic Core–Shell Cu@Cu 2 O Nanocomposites,"Identification of novel materials with enhanced thermoelectric (TE) performance is critical for advancing TE research. In this direction, this is the first report on TE properties of low-cost, nontoxic, and abundant core–shell 2O nanocomposites synthesized using a facile and cheap solution-phase method. They show ultralow thermal conductivity of nearly 10–3 of the copper bulk value, large thermopower of ∼373 μVK–1, and, consequently, a TE figure of merit of 0.16 at 320 K which is larger than those of many of the potential TE materials such as PbTe, SnSe, and SiGe, showing its potential for TE applications. The ultralow thermal conductivity is mainly attributed to the multiscale phonon scattering from intrinsic defects in Cu2O, grain boundaries, lattice-mismatched interface, as well as dissimilar vibrational properties. The large thermopower is associated with a sharp modulation in carrier density of states due to charge transfer between Cu and Cu2O nanoparticles and carrier energy filtering. They are tuned by varying the trioctylphosphine concentration.The Supporting Information is available free of charge at https://pubs.acs.org/doi/10.1021/acsami.0c16447.Synthesis conditions (Table S1); Rietveld refinement (Table S2); TEM and EDX (Figure S1); and thermal conductivity fit parameters (Table S3) (PDF)This article has not yet been cited by other publications.","['defects', 'figure of merit', 'interface', 'nanocomposites', 'ultralow thermal conductivity']",T12,材料合成与制备工艺,0.86,material synthesis/fabrication,A15,结构材料、聚合物与复合材料,0.96,title/keyword/application evidence: polymer|composite|alloy|ceramic|structural material|coating|hydrogel|nanoporous|surface material,full,model_reviewed_high,3
DOC_0431,Changes in pediatric seizure-related emergency department attendances during COVID-19 – A territory-wide observational study,"sA territory-wide retrospective observational study was conducted in Hong Kong between January 23 to April 22, 2020 to demonstrate changes in pediatric seizure-related accident and emergency department (A E) visits during the COVID-19 pandemic. Parallel periods from 2015 to 2019 were used as control.All-cause A E attendances in all paediatric age groups decreased significantly during the study period. Seizure-related attendances decreased across all pediatric age-groups in 2020 (RR 0.379, 95% CI 0.245-0.588), with a disproportionately large decrease in the 0-6 years age group (RR 0.303, 95% CI 0.174-0.526) compared with the 7-18 years age group (RR 0.534, 95% CI 0.393-0.719). Decrease in RTI-related A E attendances was also more drastic in the 0-6 age group. The two time trends are congruent in the 0-6 years but not the 7-18 years age group. Such a trend is suggestive of the usefulness of infection control measures in seizure prevention, especially amongst young children.","['COVID19', 'Epilepsy', 'Febrile seizures', 'Medical help seek-behaviour', 'Respiratory tract infections']",T03,临床观察性队列与回顾性分析,0.9,explicit observational design,A07,感染微生物与抗菌耐药,0.96,title/keyword/application evidence: infection|bacteria|virus|viral|antimicrobial|covid|sars-cov|sepsis|pathogen|microbial resistance,full,model_reviewed_high,3
DOC_0441,Real-time vessel segmentation and reconstruction for virtual fixtures for an active handheld microneurosurgical instrument,"PurposeComplications related to vascular damage such as intra-operative bleeding may be avoided during neurosurgical procedures such as petroclival meningioma surgery. To address this and improve the patient's safety, we designed a real-time blood vessel avoidance strategy that enables operation on deformable tissue during petroclival meningioma surgery using Micron, a handheld surgical robotic tool.MethodsWe integrated real-time intra-operative blood vessel segmentation of brain vasculature using deep learning, with a 3D reconstruction algorithm to obtain the vessel point cloud in real time. We then implemented a virtual-fixture-based strategy that prevented Micron's tooltip from entering a forbidden region around the vessel, thus avoiding damage to it.ResultsWe achieved a median Dice similarity coefficient of 0.97, 0.86, 0.87 and 0.77 on datasets of phantom blood vessels, petrosal vein, internal carotid artery and superficial vessels, respectively. We conducted trials with deformable clay vessel phantoms, keeping the forbidden region 400 m outside and 400 m inside the vessel. Micron's tip entered the forbidden region with a median penetration of just 8.84 m and 9.63 m, compared to 148.74 m and 117.17 m without our strategy, for the former and latter trials, respectively.ConclusionReal-time control of Micron was achieved at 33.3 fps. We achieved improvements in real-time segmentation of brain vasculature from intra-operative images and showed that our approach works even on non-stationary vessel phantoms. The results suggest that by enabling precise, real-time control, we are one step closer to using Micron in real neurosurgical procedures.","['Handheld robotic tools', 'Neurosurgery', 'Real-time intra-operative vessel segmentation', 'Robot-assisted surgery', 'Virtual fixture control']",T01,深度学习与神经网络,0.91,explicit deep neural method,A20,机器人、自动控制与自主系统,0.88,title/keyword/application evidence: robotic|autonomous|navigation|trajectory control|control system|surgical robot|unmanned,full,model_reviewed_high,3
DOC_0444,Intestinal Dysbiosis Amplifies Acetaminophen-Induced Acute Liver Injury,"Background AimsAcute liver failure (ALF) represents an unmet medical need in Western countries. While the link between intestinal dysbiosis and chronic liver disease is well established, there is little evidence for a functional role of gut-liver interaction during ALF. Here, we hypothesized that intestinal dysbiosis may affect ALF.MethodsTo test this hypothesis, we assessed the association of proton pump inhibitor (PPI) or long-term antibiotics intake (ABx) – which have both been linked to intestinal dysbiosis – and occurrence of ALF in the 500k participants of the UK BioBank population-based cohort. For functional studies, male Nlrp6-/- mice were used as a dysbiotic mouse model and injected with a sublethal dose of acetaminophen (APAP) or lipopolysaccharide (LPS) to induce ALF.ResultsMultivariate Cox regression analyses revealed a significantly increased risk (OR 2.3-3) for developing ALF in UKB participants with PPI or ABx. Similarly, dysbiotic Nlrp6-/- mice displayed exacerbated APAP- and LPS-induced liver injury, which was linked to a significantly reduced gut and liver tissue microbiota diversity and correlated with increased intestinal permeability at baseline. Fecal microbiota transfer (FMT) from Nlrp6-/- mice into WT mice augmented liver injury upon APAP treatment in recipient WT mice, resembling the inflammatory phenotype of Nlrp6-/- mice. Specifically, FMT skewed monocyte polarization in WT mice toward a Ly6Chi inflammatory phenotype suggesting a critical function of these cells as sensors of gut-derived signals orchestrating the inflammatory response.ConclusionsIn conclusion, our data show an important, yet unknown function of intestinal microbiota during ALF. Intestinal dysbiosis was transferrable to healthy WT mice via FMT and aggravated liver injury. Our study highlights intestinal microbiota as a targetable risk factor for ALF.","['Acute Liver Failure', 'Dysbiosis', 'Gut-Liver-Axis', 'Microbiota']",T03,临床观察性队列与回顾性分析,0.9,explicit observational design,A06,消化肝胆与胃肠疾病,0.96,title/keyword/application evidence: liver|hepatic|intestinal|gastrointestinal|bowel|colon|colorectal|pancrea|constipation|renal transplant|kidney disease,full,model_reviewed_high,3
DOC_0445,Wide-gap photoluminescence control of quantum dots through atomic interdiffusion and bandgap renormalization,"Abstract Bandgap and photoluminescence (PL) energy control of epitaxially grown II–VI quantum dots (QDs) are highly desirable for applications in optoelectronic devices, yet little work has been reported. Here, we present a wide tunability of PL emission for CdTe/ZnTe QDs through an impurity-free vacancy disordering method. To induce compressive stress at the dielectric layer/ZnTe interface, a SiO 2 film is deposited onto the samples, followed by rapid thermal annealing to induce atomic interdiffusion. After the heat treatment, the PL spectra of the intermixed QDs show pronounced blueshifts in peak energy as large as ∼200 meV because of the reduced bandgap renormalization and decreased quantum confinement effects in addition to the dominant atomic interdiffusion effect. In addition, we present a thorough investigation on the modified physical properties of the intermixed QDs, including their lattice structure, thermal escape energy, and carrier dynamics, through quantitative X-ray and optical characterizations.","['Atomic interdiffusion', 'Bandgap renormalization', 'Carrier dynamics', 'Quantum dots', 'Thermal escape energy']",T12,材料合成与制备工艺,0.86,material synthesis/fabrication,A27,物理数学与基础科学,0.96,title/keyword/application evidence: physics|quantum|mathematical|statistical mechanics|theoretical physics|thermodynamics|entropy|electrophoresis,full,model_reviewed_high,3
DOC_0447,Burden of Providing Informal Care for Patients with Atrial Fibrillation,"ObjectivesPatients with atrial fibrillation (AF) have rapid and irregular heart rates, increasing the risk of comorbidities and mortality. Next to formal medical care, many patients receive informal care from their social environment. The objective of this study was to examine the well-being and economic burden of providing informal care to patients with AF in the UK, Italy, and Germany.MethodsCaregivers of patients with AF completed an online survey based on the iMTA Valuation of Informal Care Questionnaire, with questions about their caregiving situation, perceived burden of caregiving, and absence from work due to health problems resulting from caregiving. Care-related quality-of-life utilities were calculated using the Care-related Quality of Life instrument and associated tariffs. Societal costs of caregiving were calculated based on the proxy good method.ResultsA total of 585 caregivers participated in this study. On average, caregivers provided 33 hours of informal care per week to patients (SD 29 hours). On a scale from 0 to 10, their self-rated burden was 5.4. The average Care-related Quality of Life utility was 72. Caregivers primarily indicated problems with daily activities, mental health, and physical health. Still, the vast majority of caregivers (87%) derived fulfillment from providing care. Weekly societal costs of caregiving were on average €636. Comorbidities contributed substantially to the caregiver time and burden.ConclusionsCaring for a patient with AF is associated with substantial objective and subjective burden, but also provides fulfillment from being able to care for a loved one.","['atrial fibrillation', 'caregiver burden', 'informal care', 'societal costs']",T20,问卷调查与定性社会研究,0.88,survey/qualitative design,A01,心血管与循环系统疾病,0.96,title/keyword/application evidence: cardiac|cardiovascular|heart|hypertension|atrial fibrillation|myocardial|aortic|vascular|thrombosis|stroke|coronary|platelet,full,model_reviewed_high,3
DOC_0449,Capture and Release Recyclable Dimethylaminomethyl-Calixarene Functional Cloths for Point-of-Use Removal of Highly Toxic Chromium Water Pollutants,"Chromium(VI) contamination of drinking water arises from industrial activity wherever there is a lack of environmental legislation enforcement regarding the removal of such pollutants. Although it is possible to remove such harmful metal ions from drinking water through large-scale facilities, there currently exists no safe and simple way to filter chromium(VI) oxoanions at the point of use (which is potentially safer and necessary in remote locations or humanitarian scenarios). High-surface-area cloth substrates have been functionalized with calixarene molecules for the selective capture of aqueous chromium(VI) oxoanions in the presence of structurally similar anions. This is accomplished by pulsed plasmachemical deposition of a linker layer and subsequent functionalization with dimethylaminomethyl-calixarene (5,11,17,23-tetrakis[(dimethylamino)methyl]-25,26,27,28-tetrahydroxycalix[4]arene). Chromium(VI) oxoanions are captured by simply passing polluted water through the functionalized cloth, while other ions not harmful/beneficial to human health remain in the water. These cloth filters are simple to use, highly selective, and easily recyclable—thus making them attractive for point-of-use application in geographic regions lacking appropriate wastewater treatment plants or flawed environmental monitoring systems. Chromium(VI) pollutants have been successfully removed from real-world contaminated industrial wastewater streams using the dimethylaminomethyl-calixarene functionalized cloths.The Supporting Information is available free of charge at https://pubs.acs.org/doi/10.1021/acsami.0c14772.SEM images, pond anion concentrations, and chromium captured per tethered DMAM-calixarene calculation (PDF)This article has not yet been cited by other publications.","['calixarene', 'chromium(VI) pollution', 'functional surface', 'plasmachemical', 'recyclable', 'water filtration']",T12,材料合成与制备工艺,0.86,material synthesis/fabrication,A13,水环境、污染治理与废物资源化,0.88,title/keyword/application evidence: wastewater|water treatment|pollution|remediation|contamination|toxic elements|groundwater|heavy metals|waste,full,model_reviewed_high,3
