topic_id,axis,parent_category_id,parent_label_zh,parent_label_en,topic_name_zh,topic_name_en,definition_zh,definition_en,language,aliases,positive_evidence,negative_evidence,support_count,prototype_document_ids,prototype_titles,granularity_level,status,cluster_stability_nmi,parent_silhouette,direct_match_threshold,review_match_threshold,version,discovery_source
TR-T08-EN-001,technical,T08,细胞分子与生化实验,"Cellular, Molecular and Biochemical Experiments",细胞分子与生化实验—英文证据主题1,"Cellular, Molecular and Biochemical Experiments",属于“细胞分子与生化实验”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Cellular, Molecular and Biochemical Experiments, focusing on Cellular, Molecular and Biochemical Experiments.",en,[],[],[],6,"['DOC_0154', 'DOC_0799', 'DOC_0806', 'DOC_0635', 'DOC_0658']","['Glyceraldehyde-3-Phosphate Dehydrogenase Facilitates Macroautophagic Degradation of Mutant Huntingtin Protein Aggregates', 'Water-in-PDMS Emulsion Templating of Highly Interconnected Porous Architectures for 3D Cell Culture', 'Effects of dietary protein level on growth performance, digestive enzyme activity, and gene expressions of the TOR signaling pathway in fingerling Pelteobagrus fulvidraco', 'A Study of the Cellular Uptake of Magnetic Branched Amphiphilic Peptide Capsules', 'Design, synthesis and anticancer activity of naphthoquinone derivatives']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T09-EN-001,technical,T09,组学测序与生物信息分析,Omics Sequencing and Bioinformatics,组学测序与生物信息分析—英文证据主题1,Genes / MICE / Expression,属于“组学测序与生物信息分析”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Omics Sequencing and Bioinformatics, focusing on genes, mice, expression, liver, rna.",en,"['genes', 'mice', 'expression', 'liver', 'rna', 'mouse', 'identified', 'seq']","['genes', 'mice', 'expression', 'liver', 'rna', 'mouse', 'identified', 'seq']","['hplc-ms', 'metabolomics', 'mass', 'metabolites']",13,"['DOC_0520', 'DOC_0091', 'DOC_0053', 'DOC_0417', 'DOC_0394']","['The Genetic Architecture of Carbon Tetrachloride-Induced Liver Fibrosis in Mice', 'Joint-Tissue Integrative Analysis Identified Hundreds of Schizophrenia Risk Genes', 'Transcriptional Regulation by ATOH1 and its Target SPDEF in the Intestine', 'Single-Cell Transcriptomics Reveals Zone-Specific Alterations of Liver Sinusoidal Endothelial Cells in Cirrhosis', 'scRNA-Seq Reveals New Enteric Nervous System Roles for GDNF, NRTN, and TBX3']",3,stable,0.7692,0.0143,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T09-EN-002,technical,T09,组学测序与生物信息分析,Omics Sequencing and Bioinformatics,组学测序与生物信息分析—英文证据主题2,Hplc-Ms / Metabolomics / MASS,属于“组学测序与生物信息分析”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Omics Sequencing and Bioinformatics, focusing on hplc-ms, metabolomics, mass, metabolites, poly.",en,"['hplc-ms', 'metabolomics', 'mass', 'metabolites', 'poly', 'metabolism', 'liquid', 'spectrometry']","['hplc-ms', 'metabolomics', 'mass', 'metabolites', 'poly', 'metabolism', 'liquid', 'spectrometry']","['genes', 'mice', 'expression', 'liver']",3,"['DOC_0696', 'DOC_0607', 'DOC_0749']","['Metabolic and immune responses of Chinook salmon ( Oncorhynchus tshawytscha ) smolts to a short‐term poly (I:C) challenge', 'Metabolomics Analysis of the Effect of Hydrogen-Rich Water on Myocardial Ischemia-Reperfusion Injury in Rats', 'Comparative Proteomics in Rice Seedlings to Characterize the Resistance to Cadmium Stress by High-Performance Liquid Chromatography – Tandem Mass Spectrometry (HPLC-MS/MS) with Isobaric Tag for Relative and Absolute Quantitation (iTRAQ)']",3,reviewed,0.7692,0.0143,0.5563,0.4163,8.0,v7_en_high_medium_gold
TR-T09-EN-003,technical,T09,组学测序与生物信息分析,Omics Sequencing and Bioinformatics,组学测序与生物信息分析—英文证据主题3,Sensory / Chicken / ACID,属于“组学测序与生物信息分析”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Omics Sequencing and Bioinformatics, focusing on sensory, chicken, acid, taste, epithelial.",en,"['sensory', 'chicken', 'acid', 'taste', 'epithelial', 'tazobactam', 'ceftazidime', 'mitochondrial']","['sensory', 'chicken', 'acid', 'taste', 'epithelial', 'tazobactam', 'ceftazidime', 'mitochondrial']","['genes', 'mice', 'expression', 'liver']",3,"['DOC_0900', 'DOC_0457', 'DOC_0479']","['Phylogenetic analysis of resistance to ceftazidime/avibactam, ceftolozane/tazobactam and carbapenems in piperacillin/tazobactam-resistant Pseudomonas aeruginosa from cystic fibrosis patients', 'Sensory taste properties of chicken (Hy-Line brown) soup as prepared with five different parts of the chicken', 'Crohn’s Disease Pathobiont Adherent-Invasive E coli Disrupts Epithelial Mitochondrial Networks With Implications for Gut Permeability']",3,reviewed,0.7692,0.0143,0.5427,0.4027,8.0,v7_en_high_medium_gold
TR-T10-EN-001,technical,T10,病理组织与免疫组化诊断,Histopathology and Immunohistochemical Diagnosis,病理组织与免疫组化诊断—英文证据主题1,Histopathology and Immunohistochemical Diagnosis,属于“病理组织与免疫组化诊断”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Histopathology and Immunohistochemical Diagnosis, focusing on Histopathology and Immunohistochemical Diagnosis.",en,[],[],[],9,"['DOC_0161', 'DOC_0419', 'DOC_0878', 'DOC_0010', 'DOC_0061']","['Age-related changes among 25 patients with congenital cardiac left-to-right shunts and irreversible plexogenic pulmonary arteriopathy', 'The Glucocorticoid Receptor in Intestinal Epithelial Cells Alleviates Colitis and Associated Colorectal Cancer in Mice', 'Gastroprotective effects of mumie on aspirin-induced gastric lesions in rats', 'Hepatic dysmetabolism in polycystic ovarian syndrome: impact of paraoxonase-1 modulation by butyrate', 'Anatomopathological changes of the cardiac conduction system in sudden cardiac death, particularly in infants: advances over the last 25 years']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T11-EN-001,technical,T11,成像、生理测量与诊断检测,"Imaging, Physiological Measurement and Diagnostic Testing",成像、生理测量与诊断检测—英文证据主题1,Patients / Disease / Ablation,属于“成像、生理测量与诊断检测”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Imaging, Physiological Measurement and Diagnostic Testing, focusing on patients, disease, ablation, fat, age.",en,"['patients', 'disease', 'ablation', 'fat', 'age', 'computed tomography', 'risk', 'results']","['patients', 'disease', 'ablation', 'fat', 'age', 'computed tomography', 'risk', 'results']","['properties', 'ultrasound', 'physicochemical', 'deep']",10,"['DOC_0078', 'DOC_0955', 'DOC_0143', 'DOC_0620', 'DOC_0146']","['One year follow-up of US-Guided radiofrequency ablation for low-risk papillary thyroid microcarcinoma: The first experience in Taiwan', 'Hyaluronic acid is superior to autologous fat for treatment of temporal hollowing after lateral orbital wall decompression: A prospective interventional trial', 'The impact of height on recurrence after index catheter ablation of paroxysmal atrial fibrillation', 'Preoperative assessment of skeletal muscle mass during magnetic resonance enterography in patients with Crohn’s disease', 'Preoperative measurement of the hiatal surface with MDCT: impact on surgical planning']",3,reviewed,0.3784,0.0102,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T11-EN-002,technical,T11,成像、生理测量与诊断检测,"Imaging, Physiological Measurement and Diagnostic Testing",成像、生理测量与诊断检测—英文证据主题2,Properties / Ultrasound / Physicochemical,属于“成像、生理测量与诊断检测”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Imaging, Physiological Measurement and Diagnostic Testing, focusing on properties, ultrasound, physicochemical, deep, treatment.",en,"['properties', 'ultrasound', 'physicochemical', 'deep', 'treatment', 'invasive', 'samples', 'protein']","['properties', 'ultrasound', 'physicochemical', 'deep', 'treatment', 'invasive', 'samples', 'protein']","['patients', 'disease', 'ablation', 'fat']",7,"['DOC_0867', 'DOC_0934', 'DOC_0618', 'DOC_0003', 'DOC_0692']","['Antioxidant and physicochemical properties of soluble dietary fiber from garlic straw as treated by energy-gathered ultrasound', 'Research on the physicochemical and digestive properties of Pleurotus eryngii protein', 'Ultrasound Assisted Ferrofluid Dispersive Liquid Phase Microextraction Coupled with Flame Atomic Absorption Spectroscopy for the Determination of Cobalt in Environmental Samples', 'The wildcat (Felis s. silvestris) in the Mediterranean forest: sighting through photo-trapping and non-invasive hair collection for genetic purposes', 'Upper extremity deep vein thrombosis treated with direct oral anticoagulants: a multi-center real world experience']",3,reviewed,0.3784,0.0102,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T12-EN-001,technical,T12,材料合成与制备工艺,Material Synthesis and Fabrication,材料合成与制备工艺—英文证据主题1,Polymer / Materials / Nanocomposite,属于“材料合成与制备工艺”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Material Synthesis and Fabrication, focusing on polymer, materials, nanocomposite, film, sensor.",en,"['polymer', 'materials', 'nanocomposite', 'film', 'sensor', 'release', 'title', 'keywords']","['polymer', 'materials', 'nanocomposite', 'film', 'sensor', 'release', 'title', 'keywords']","['carrier', 'solid', 'doped', 'nanoplatform']",21,"['DOC_0272', 'DOC_0509', 'DOC_0234', 'DOC_0733', 'DOC_0399']","['Glycerol-Based Dendrimer Nanocomposite Film as a Tunable pH-Sensor for Food Packaging', 'Holographic Photopolymer Material with High Dynamic Range (Δ n ) via Thiol–Ene Click Chemistry', 'Direct Comparison of Three Buckling-Based Methods to Measure the Elastic Modulus of Nanobiocomposite Thin Films', 'Smart Fortified PHBV-CS Biopolymer with ZnO–Ag Nanocomposites for Enhanced Shelf Life of Food Packaging', 'Organoclay/conjugated polymer nanocomposites: structural, thermal, and electrical properties']",3,reviewed,0.2577,0.005,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T12-EN-002,technical,T12,材料合成与制备工艺,Material Synthesis and Fabrication,材料合成与制备工艺—英文证据主题2,Coating / Cells / Perovskite,属于“材料合成与制备工艺”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Material Synthesis and Fabrication, focusing on coating, cells, perovskite, morphology, solar.",en,"['coating', 'cells', 'perovskite', 'morphology', 'solar', 'formation', 'scale', 'surface']","['coating', 'cells', 'perovskite', 'morphology', 'solar', 'formation', 'scale', 'surface']","['polymer', 'materials', 'nanocomposite', 'film']",14,"['DOC_0954', 'DOC_0765', 'DOC_0566', 'DOC_0925', 'DOC_0066']","['Drying and Coating of Perovskite Thin Films: How to Control the Thin Film Morphology in Scalable Dynamic Coating Systems', 'Tuning Methylammonium Iodide Amount in Organolead Halide Perovskite Materials by Post-Treatment for High-Efficiency Solar Cells', 'Systematic Study on the Morphological Development of Blade-Coated Conjugated Polymer Thin Films via In Situ Measurements', 'Micro-/Nanoscale Approach for Studying Scale Formation and Developing Scale-Resistant Surfaces', 'Effect of sputtering power on properties and photovoltaic performance of CIGS thin film solar cells']",3,reviewed,0.2577,0.005,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T12-EN-003,technical,T12,材料合成与制备工艺,Material Synthesis and Fabrication,材料合成与制备工艺—英文证据主题3,Carrier / Solid / Doped,属于“材料合成与制备工艺”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Material Synthesis and Fabrication, focusing on carrier, solid, doped, nanoplatform, organic.",en,"['carrier', 'solid', 'doped', 'nanoplatform', 'organic', 'high performance', 'water', 'oil']","['carrier', 'solid', 'doped', 'nanoplatform', 'organic', 'high performance', 'water', 'oil']","['polymer', 'materials', 'nanocomposite', 'film']",12,"['DOC_0625', 'DOC_0500', 'DOC_0622', 'DOC_0069', 'DOC_0592']","['NIR-Driven Water Splitting H 2 Production Nanoplatform for H 2 -Mediated Cascade-Amplifying Synergetic Cancer Therapy', 'Microfluidic Crystallization of Surfactant-Free Doped Zinc Sulfide Nanoparticles for Optical Bioimaging Applications', 'Sacrificial Poly(propylene carbonate) Membrane for Dispersing Nanoparticles and Preparing Artificial Solid Electrolyte Interphase on Li Metal Anode', 'Nanoplatform to Investigate Tumor-Initiating Cancer Stem Cells: Breaking the Diagnostic Barrier', 'Oxygen Exchange in Dual-Phase La 0.65 Sr 0.35 MnO 3 –CeO 2 Composites for Solar Thermochemical Fuel Production']",3,reviewed,0.2577,0.005,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T12-EN-004,technical,T12,材料合成与制备工艺,Material Synthesis and Fabrication,材料合成与制备工艺—英文证据主题4,Electron / Microscopy / Carbon,属于“材料合成与制备工艺”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Material Synthesis and Fabrication, focusing on electron, microscopy, carbon, radiation, rgo.",en,"['electron', 'microscopy', 'carbon', 'radiation', 'rgo', 'nano', 'used', 'spectroscopy']","['electron', 'microscopy', 'carbon', 'radiation', 'rgo', 'nano', 'used', 'spectroscopy']","['polymer', 'materials', 'nanocomposite', 'film']",11,"['DOC_0528', 'DOC_0939', 'DOC_0219', 'DOC_0055', 'DOC_0704']","['Molybdenum Disulfide-Wrapped Carbon Nanotube-Reduced Graphene Oxide (CNT/MoS 2 -rGO) Nanohybrids for Excellent and Fast Removal of Electromagnetic Interference Pollution', 'Tailoring Fast Directional Mass Transport of Nano-Confined Ag–Cu Alloys upon Heating: Effect of the AlN Barrier Thickness', 'Combined ToF‐SIMS/XPS study of plasma modification and metallization of polyimide', 'Selective Preconcentration of Mezlocillin from Eggs by Molecularly Imprinted Polymers on Silica', 'Hybrid Cathodes Composed of K3V2(PO4)3 and Carbon Materials with Boosted Charge Transfer for K-Ion Batteries']",3,reviewed,0.2577,0.005,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T12-EN-005,technical,T12,材料合成与制备工艺,Material Synthesis and Fabrication,材料合成与制备工艺—英文证据主题5,Quantum / DOTS / Fluorescent,属于“材料合成与制备工艺”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Material Synthesis and Fabrication, focusing on quantum, dots, fluorescent, cds, qds.",en,"['quantum', 'dots', 'fluorescent', 'cds', 'qds', 'sensor', 'fluorescence', 'detection']","['quantum', 'dots', 'fluorescent', 'cds', 'qds', 'sensor', 'fluorescence', 'detection']","['polymer', 'materials', 'nanocomposite', 'film']",5,"['DOC_0694', 'DOC_0424', 'DOC_0355', 'DOC_0445', 'DOC_0374']","['One-Step Green Preparation of N-Doped Silicon Quantum Dots for the on-off Fluorescent Determination of Hydrogen Peroxide', 'Construction of Hybrid Fluorescent Sensor for Cu2+ Detection Using Fluorescein-functionalized CdS Quantum Dots Via FRET', 'Novel CMC-CdTe / ZnS QDs Nanosensor for the Detection of Anticancer Drug Epirubicin', 'Wide-gap photoluminescence control of quantum dots through atomic interdiffusion and bandgap renormalization', 'Condensation Product of 1-Naphthaldehyde and 3-Aminophenol: Fluorescent “on” Probe for Ce3+and “off” Probe for Dichromate (Cr2O72−)']",3,reviewed,0.2577,0.005,0.4235,0.2835,8.0,v7_en_high_medium_gold
TR-T13-EN-001,technical,T13,材料表征与性能测试,Material Characterization and Performance Testing,材料表征与性能测试—英文证据主题1,Batteries / Polymer / Devices,属于“材料表征与性能测试”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Material Characterization and Performance Testing, focusing on batteries, polymer, devices, solid, electrolyte.",en,"['batteries', 'polymer', 'devices', 'solid', 'electrolyte', 'free', 'current', 'pbi']","['batteries', 'polymer', 'devices', 'solid', 'electrolyte', 'free', 'current', 'pbi']","['used', 'pavement', 'anhydrase', 'drug']",12,"['DOC_0602', 'DOC_0290', 'DOC_0132', 'DOC_0550', 'DOC_0140']","['Solid Electrolytes for Li–S Batteries: Solid Solutions of Poly(ethylene oxide) with Li x PON- and Li x SiPON-Based Polymers', 'Monitoring electrode/electrolyte interfaces of Li‐ion batteries under working conditions: A surface‐enhanced Raman spectroscopic study on LiCoO 2 composite cathodes', 'Reactivity and Potential Profile across the Electrochemical LiCoO 2 –Li 3 PS 4 Interface Probed by Operando X-ray Photoelectron Spectroscopy', 'Light-Emitting Electrochemical Cells Based on Conjugated Ion Gels', 'Bottlebrush Polymer-Conjugated Melittin Exhibits Enhanced Antitumor Activity and Better Safety Profile']",3,reviewed,0.4666,0.0131,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T13-EN-002,technical,T13,材料表征与性能测试,Material Characterization and Performance Testing,材料表征与性能测试—英文证据主题2,USED / Pavement / Anhydrase,属于“材料表征与性能测试”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Material Characterization and Performance Testing, focusing on used, pavement, anhydrase, drug, different.",en,"['used', 'pavement', 'anhydrase', 'drug', 'different', 'tyrosinase', 'glucosidase', 'nitrous']","['used', 'pavement', 'anhydrase', 'drug', 'different', 'tyrosinase', 'glucosidase', 'nitrous']","['batteries', 'polymer', 'devices', 'solid']",9,"['DOC_0212', 'DOC_0656', 'DOC_0030', 'DOC_0580', 'DOC_0361']","['Nanostructured Valsartan Microparticles with Enhanced Bioavailability Produced by High-Throughput Electrohydrodynamic Room-Temperature Atomization', 'Absorption characteristics and shrinkage mitigation of superabsorbent polymers in pavement concrete', 'Large-scale direct shear testing of geogrid-reinforced aggregate base over weak subgrade', 'Re-usage of the Waste Drug as Molecular Chemosensor for Fe3+ Ion: Application towards Fluorescent Ink', 'Parkinson’s Disease–Associated LRRK2 Interferes with Astrocyte-Mediated Alpha-Synuclein Clearance']",3,reviewed,0.4666,0.0131,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T13-EN-003,technical,T13,材料表征与性能测试,Material Characterization and Performance Testing,材料表征与性能测试—英文证据主题3,Uplc-Esi-Ms / Indirect Competitive Chemiluminescent Enzyme Immunoassay (Ic-Cleia / Performance Liquid,属于“材料表征与性能测试”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Material Characterization and Performance Testing, focusing on uplc-esi-ms, indirect competitive chemiluminescent enzyme immunoassay (ic-cleia, performance liquid, high performance, chromatography.",en,"['uplc-esi-ms', 'indirect competitive chemiluminescent enzyme immunoassay (ic-cleia', 'performance liquid', 'high performance', 'chromatography', 'phenolic', 'enzyme', 'honey']","['uplc-esi-ms', 'indirect competitive chemiluminescent enzyme immunoassay (ic-cleia', 'performance liquid', 'high performance', 'chromatography', 'phenolic', 'enzyme', 'honey']","['batteries', 'polymer', 'devices', 'solid']",4,"['DOC_0593', 'DOC_0902', 'DOC_0572', 'DOC_0652']","['Determination of Bioactive Polyphenols in Mangrove Species and Their in-Vitro anti- Candida Activities by Ultra-High-Performance Liquid Chromatography – Electrospray Ionization – Tandem Mass Spectrometry (UPLC-ESI-MS/MS)', 'Phenolic acids and flavonoids profiles of commercial honey from different floral sources and geographic sources', 'Determination of Dehydroepiandrosterone in Dietary Supplements and Pharmaceutical Products by a Competitive Chemiluminescent Enzyme Immunoassay', 'Gesell Developmental Schedules scores and the relevant factors in children with Down syndrome']",3,reviewed,0.4666,0.0131,0.4835,0.3435,8.0,v7_en_high_medium_gold
TR-T14-EN-001,technical,T14,数值模拟与有限元计算,Numerical Simulation and Finite-Element Computation,数值模拟与有限元计算—英文证据主题1,Numerical Simulation and Finite-Element Computation,属于“数值模拟与有限元计算”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Numerical Simulation and Finite-Element Computation, focusing on Numerical Simulation and Finite-Element Computation.",en,[],[],[],5,"['DOC_0033', 'DOC_0502', 'DOC_0822', 'DOC_0884', 'DOC_0172']","['Investigation on interface stripping damage at high-temperature using microstructural analysis', 'A modified Ising model of Barabási–Albert network with gene-type spins', 'Evaluation of thermoelastic damping in micromechanical resonators with axial pretension: An analytical model accounting for two-dimensional thermal conduction', 'In-Plane Surface Lattice and Higher Order Resonances in Self-Assembled Plasmonic Monolayers: From Substrate-Supported to Free-Standing Thin Films', 'Numerical investigation of an aggressive s-shaped compressor transition duct with boundary layer suction']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T15-EN-001,technical,T15,第一性原理与原子分子模拟,First-Principles and Atomistic Simulation,第一性原理与原子分子模拟—英文证据主题1,Materials / Magnetic / MOS,属于“第一性原理与原子分子模拟”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under First-Principles and Atomistic Simulation, focusing on materials, magnetic, mos, chemical, magnetization.",en,"['materials', 'magnetic', 'mos', 'chemical', 'magnetization', 'high', 'quantum', 'results']","['materials', 'magnetic', 'mos', 'chemical', 'magnetization', 'high', 'quantum', 'results']","['b4o72', 's100a9', 'sensor', 'cu2']",7,"['DOC_0416', 'DOC_0748', 'DOC_0533', 'DOC_0667', 'DOC_0328']","['Colossal Magnetization and Giant Coercivity in Ion-Implanted (Nb and Co) MoS 2 Crystals', 'Confinement-Induced Giant Spin–Orbit-Coupled Magnetic Moment of Co Nanoclusters in TiO 2 Films', 'Vitamin B 12 on Graphene for Highly Efficient CO 2 Electroreduction', 'Quantifying Diffusion through Interfaces of Lithium-Ion Battery Active Materials', 'Exploring the chemical structure of polydapsone']",3,stable,1.0,0.0202,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T15-EN-002,technical,T15,第一性原理与原子分子模拟,First-Principles and Atomistic Simulation,第一性原理与原子分子模拟—英文证据主题2,B4O72 / S100A9 / Sensor,属于“第一性原理与原子分子模拟”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under First-Principles and Atomistic Simulation, focusing on b4o72, s100a9, sensor, cu2, fluorescence.",en,"['b4o72', 's100a9', 'sensor', 'cu2', 'fluorescence', 'acid', 'experiments', 'titration']","['b4o72', 's100a9', 'sensor', 'cu2', 'fluorescence', 'acid', 'experiments', 'titration']","['materials', 'magnetic', 'mos', 'chemical']",4,"['DOC_0804', 'DOC_0337', 'DOC_0110', 'DOC_0239']","['Pyrene functionalized oxacalix[4]arene architecture as dual readout sensor for expeditious recognition of cyanide anion', 'A Bis(Salamo)-Based Fluorogenic Sensor for Highly Selective and Sequential Recognition of Cu2+ and B4O72− Ions in Semi-Aqueous Medium', 'Fluorescent Sensors for Hg2+ and Cu2+ Based on Condensation Products of 4H-1,2,4 Triazole-4-Amine and Carboxylated Benzoic Acids', 'Polyoxometalates as Effective Nano-inhibitors of Amyloid Aggregation of Pro-inflammatory S100A9 Protein Involved in Neurodegenerative Diseases']",3,reviewed,1.0,0.0202,0.4749,0.3349,8.0,v7_en_high_medium_gold
TR-T16-EN-001,technical,T16,解析理论与数学建模,Analytical Theory and Mathematical Modeling,解析理论与数学建模—英文证据主题1,Analytical Theory and Mathematical Modeling,属于“解析理论与数学建模”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Analytical Theory and Mathematical Modeling, focusing on Analytical Theory and Mathematical Modeling.",en,[],[],[],2,"['DOC_0303', 'DOC_0390']","['Statistical physics treatment of tetracycline adsorption: energetic studies', 'Physics-based modeling of homogeneous charge compression ignition engines with exhaust throttling']",2,candidate,1.0,0.0,0.6806,0.5406,8.0,v7_en_high_medium_gold
TR-T17-EN-001,technical,T17,工程器件、天线与原型设计,"Engineering Devices, Antennas and Prototype Design",工程器件、天线与原型设计—英文证据主题1,Generation / Metasurfaces / Lattice,属于“工程器件、天线与原型设计”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Engineering Devices, Antennas and Prototype Design, focusing on generation, metasurfaces, lattice, harmonic, second.",en,"['generation', 'metasurfaces', 'lattice', 'harmonic', 'second', 'resonances', 'flat', 'electrochemical']","['generation', 'metasurfaces', 'lattice', 'harmonic', 'second', 'resonances', 'flat', 'electrochemical']","['compact', 'terahertz', 'thz', 'loss']",9,"['DOC_0149', 'DOC_0565', 'DOC_0745', 'DOC_0888', 'DOC_0428']","['Second harmonic generation in glass-based metasurfaces using tailored surface lattice resonances', 'Second harmonic generation in metasurfaces with multipole resonant coupling', 'Focused vortex-beam generation using gap-surface plasmon metasurfaces', 'Monolithic waveguide laser mode-locked by embedded Ag nanoparticles operating at 1 μm', 'The road to atomically thin metasurface optics']",3,reviewed,0.5122,0.0175,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T17-EN-002,technical,T17,工程器件、天线与原型设计,"Engineering Devices, Antennas and Prototype Design",工程器件、天线与原型设计—英文证据主题2,Antenna / Patch / Frequency,属于“工程器件、天线与原型设计”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Engineering Devices, Antennas and Prototype Design, focusing on antenna, patch, frequency, metamaterial, proposed.",en,"['antenna', 'patch', 'frequency', 'metamaterial', 'proposed', 'slot', 'uwb', 'band']","['antenna', 'patch', 'frequency', 'metamaterial', 'proposed', 'slot', 'uwb', 'band']","['compact', 'terahertz', 'thz', 'loss']",5,"['DOC_0887', 'DOC_0713', 'DOC_0014', 'DOC_0686', 'DOC_0540']","['Compact multi-band stacked circular patch antenna for wideband applications with enhanced gain', 'A unique metamaterial inspired star-slot UWB antenna with soft surface ground', 'A tri-band low-profile shared-aperture mesh patch/Fabry-Perot cavity antenna', 'Design of circularly polarized patch antennas using anisotropic high refractive index metamaterial loading', 'Intelligent metasurface with frequency recognition for adaptive manipulation of electromagnetic wave']",3,reviewed,0.5122,0.0175,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T17-EN-003,technical,T17,工程器件、天线与原型设计,"Engineering Devices, Antennas and Prototype Design",工程器件、天线与原型设计—英文证据主题3,Compact / Terahertz / THZ,属于“工程器件、天线与原型设计”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Engineering Devices, Antennas and Prototype Design, focusing on compact, terahertz, thz, loss, waveguide.",en,"['compact', 'terahertz', 'thz', 'loss', 'waveguide', 'structure', 'continuum', 'isolation']","['compact', 'terahertz', 'thz', 'loss', 'waveguide', 'structure', 'continuum', 'isolation']","['generation', 'metasurfaces', 'lattice', 'harmonic']",5,"['DOC_0782', 'DOC_0006', 'DOC_0897', 'DOC_0092', 'DOC_0197']","['High-performance and compact broadband terahertz plasmonic waveguide intersection', 'Compact coaxial-waveguide four-way power divider with low insertion loss and high output isolation', 'A compact structure for realizing Lorentzian, Fano, and electromagnetically induced transparency resonance lineshapes in a microring resonator', 'Linear-polarized terahertz isolator by breaking the gyro-mirror symmetry in cascaded magneto-optical metagrating', 'Dispersive bands of bound states in the continuum']",3,reviewed,0.5122,0.0175,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T18-EN-001,technical,T18,化学合成与催化反应,Chemical Synthesis and Catalytic Reactions,化学合成与催化反应—英文证据主题1,Doped / Synthesis / Hydrogen,属于“化学合成与催化反应”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Chemical Synthesis and Catalytic Reactions, focusing on doped, synthesis, hydrogen, carbon, nanoparticles.",en,"['doped', 'synthesis', 'hydrogen', 'carbon', 'nanoparticles', 'keywords', 'title', 'nitrogen']","['doped', 'synthesis', 'hydrogen', 'carbon', 'nanoparticles', 'keywords', 'title', 'nitrogen']","['conjugated', 'polymers', 'light', 'visible']",13,"['DOC_0199', 'DOC_0084', 'DOC_0699', 'DOC_0820', 'DOC_0759']","['Supramolecular Anchoring Strategy for Facile Production of Ruthenium Nanoparticles Embedded in N-Doped Mesoporous Carbon Nanospheres for Efficient Hydrogen Generation', 'Hydrogen Production at a NiO Photocathode Based on a Ruthenium Dye–Cobalt Diimine Dioxime Catalyst Assembly: Insights from Advanced Spectroscopy and Post-operando Characterization', 'Synthesis of V-doped In 2 O 3 Nanocrystals via Digestive-Ripening Process and Their Electrocatalytic Properties in CO 2 Reduction Reaction', '[MoS 4 ] 2– -Intercalated NiCo-Layered Double Hydroxide Nanospikes: An Efficiently Synergized Material for Urine To Direct H 2 Generation', 'Tuning the Electrocatalytic Activity of Co 3 O 4 through Discrete Elemental Doping']",3,reviewed,0.3082,0.0078,0.42,0.28,8.0,v7_en_high_medium_gold
