topic_id,axis,parent_category_id,parent_label_zh,parent_label_en,topic_name_zh,topic_name_en,definition_zh,definition_en,language,aliases,positive_evidence,negative_evidence,support_count,prototype_document_ids,prototype_titles,granularity_level,status,cluster_stability_nmi,parent_silhouette,direct_match_threshold,review_match_threshold,version,discovery_source
AS-A05-EN-001,application,A05,骨科肌肉与康复医学,"Orthopedics, Musculoskeletal and Rehabilitation Medicine",骨科肌肉与康复医学—英文证据主题1,Osteoarthritis / Femoral Neck / Fractures,属于“骨科肌肉与康复医学”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Orthopedics, Musculoskeletal and Rehabilitation Medicine, focusing on osteoarthritis, femoral neck, fractures, retrospective, total.",en,"['osteoarthritis', 'femoral neck', 'fractures', 'retrospective', 'total', 'surgery', 'comparison', 'proximal']","['osteoarthritis', 'femoral neck', 'fractures', 'retrospective', 'total', 'surgery', 'comparison', 'proximal']","['systematic review', 'meta-analysis']",7,"['DOC_0758', 'DOC_0113', 'DOC_0922', 'DOC_0544', 'DOC_0852']","['Is the position of dual-mobility cup in THA for femoral neck fractures optimal? A retrospective study', 'Retrospective analysis of 35 pediatric femoral neck fractures', 'Femoral neck preservation with a short hip stem produced with powder manufacturing: mid-term results of a consecutive case series', 'Claims in orthopedic foot/ankle surgery, how can they help to improve quality of care? A retrospective claim analysis', 'Principles and current concepts in the surgical treatment of fragility fractures in the elderly']",3,reviewed,0.619,0.0148,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A05-EN-002,application,A05,骨科肌肉与康复医学,"Orthopedics, Musculoskeletal and Rehabilitation Medicine",骨科肌肉与康复医学—英文证据主题2,Fixation / Fractures / Intramedullary,属于“骨科肌肉与康复医学”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Orthopedics, Musculoskeletal and Rehabilitation Medicine, focusing on fixation, fractures, intramedullary, retrospective cohort, cohort study.",en,"['fixation', 'fractures', 'intramedullary', 'retrospective cohort', 'cohort study', 'subtrochanteric', 'screw', 'treated']","['fixation', 'fractures', 'intramedullary', 'retrospective cohort', 'cohort study', 'subtrochanteric', 'screw', 'treated']","['osteoarthritis', 'femoral neck', 'retrospective', 'total']",6,"['DOC_0529', 'DOC_0357', 'DOC_0150', 'DOC_0784', 'DOC_0261']","['Immediate weight bearing as tolerated (WBAT) correlates with a decreased length of stay post intramedullary fixation for subtrochanteric fractures: a multicenter retrospective cohort study', 'Dynamic hip screw fixation of subtrochanteric femoral fractures', 'Fibula nail fixation in ankle fractures with significant soft tissue compromise: a retrospective cohort study', 'Osteosynthesis of sternal fractures with double locking compression plate fixation: a retrospective cohort study', 'Intramedullary percutaneous fixation of metacarpal fractures: screw versus connected K-wires']",3,reviewed,0.619,0.0148,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A05-EN-003,application,A05,骨科肌肉与康复医学,"Orthopedics, Musculoskeletal and Rehabilitation Medicine",骨科肌肉与康复医学—英文证据主题3,Systematic Review / Meta-Analysis / Osteoarthritis,属于“骨科肌肉与康复医学”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Orthopedics, Musculoskeletal and Rehabilitation Medicine, focusing on systematic review, meta-analysis, osteoarthritis.",en,"['systematic review', 'meta-analysis', 'osteoarthritis']","['systematic review', 'meta-analysis', 'osteoarthritis']","['femoral neck', 'fractures', 'retrospective', 'total']",6,"['DOC_0202', 'DOC_0797', 'DOC_0240', 'DOC_0633', 'DOC_0034']","['Trapeziectomy versus joint replacement for first carpometacarpal (CMC 1) joint osteoarthritis: a systematic review and meta-analysis', 'Comparative outcomes between collared versus collarless and short versus long stem of direct anterior approach total hip arthroplasty: a systematic review and indirect meta-analysis', 'Treatment modalities and outcomes following acetabular fractures in the elderly: a systematic review', 'Quadriceps tendon autograft for primary ACL reconstruction: a Bayesian network meta-analysis', 'A myofascial component of pain in knee osteoarthritis']",3,reviewed,0.619,0.0148,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A06-EN-001,application,A06,消化肝胆与胃肠疾病,"Digestive, Hepatobiliary and Gastrointestinal Diseases",消化肝胆与胃肠疾病—英文证据主题1,Liver / MICE / Disease,属于“消化肝胆与胃肠疾病”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Digestive, Hepatobiliary and Gastrointestinal Diseases, focusing on liver, mice, disease, title, injury.",en,"['liver', 'mice', 'disease', 'title', 'injury', 'cells', 'fatty', 'background']","['liver', 'mice', 'disease', 'title', 'injury', 'cells', 'fatty', 'background']","['treatment', 'delivery', 'acute', 'management']",14,"['DOC_0520', 'DOC_0554', 'DOC_0969', 'DOC_0444', 'DOC_0189']","['The Genetic Architecture of Carbon Tetrachloride-Induced Liver Fibrosis in Mice', 'Impaired Hepatic Vitamin A Metabolism in NAFLD Mice Leading to Vitamin A Accumulation in Hepatocytes', 'Liver Endothelial Heg Regulates Vascular/Biliary Network Patterning and Metabolic Zonation Via Wnt Signaling', 'Intestinal Dysbiosis Amplifies Acetaminophen-Induced Acute Liver Injury', 'White Adipose Tissue Autophagy and Adipose-Liver Crosstalk Exacerbate Nonalcoholic Fatty Liver Disease in Mice']",3,reviewed,0.3094,0.0145,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A06-EN-002,application,A06,消化肝胆与胃肠疾病,"Digestive, Hepatobiliary and Gastrointestinal Diseases",消化肝胆与胃肠疾病—英文证据主题2,Treatment / Delivery / Acute,属于“消化肝胆与胃肠疾病”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Digestive, Hepatobiliary and Gastrointestinal Diseases, focusing on treatment, delivery, acute, management, patients.",en,"['treatment', 'delivery', 'acute', 'management', 'patients', 'pancreatic', 'title', 'neoplasms']","['treatment', 'delivery', 'acute', 'management', 'patients', 'pancreatic', 'title', 'neoplasms']","['liver', 'mice', 'disease', 'injury']",10,"['DOC_0933', 'DOC_0396', 'DOC_0791', 'DOC_0220', 'DOC_0025']","['Cost-effectiveness analysis of including contrast-enhanced ultrasound in management of pancreatic cystic neoplasms', 'Complement-5 Inhibition Deters Progression of Fulminant Hepatitis to Acute Liver Failure in Murine Models', 'Nasal Administration of Cationic Nanoemulsions as CD73-siRNA Delivery System for Glioblastoma Treatment: a New Therapeutical Approach', 'Effect of hyaluronate-based bioresorbable membrane (Seprafilm) on outcomes of abdominal surgery: a meta-analysis and trial sequential analysis of randomised controlled trials', 'Effect of adding telerehabilitation home program to pharmaceutical treatment on the symptoms and the quality of life in children with functional constipation: a randomized controlled trial']",3,reviewed,0.3094,0.0145,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A06-EN-003,application,A06,消化肝胆与胃肠疾病,"Digestive, Hepatobiliary and Gastrointestinal Diseases",消化肝胆与胃肠疾病—英文证据主题3,Xylanase / Immunology / Hepatic Lipase,属于“消化肝胆与胃肠疾病”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Digestive, Hepatobiliary and Gastrointestinal Diseases, focusing on xylanase, immunology, hepatic lipase, growth performance, genetically improved farmed tilapia.",en,"['xylanase', 'immunology', 'hepatic lipase', 'growth performance', 'genetically improved farmed tilapia', 'cloning', 'carbohydrate metabolism', 'α-diversity']","['xylanase', 'immunology', 'hepatic lipase', 'growth performance', 'genetically improved farmed tilapia', 'cloning', 'carbohydrate metabolism', 'α-diversity']","['liver', 'mice', 'disease', 'title']",3,"['DOC_0002', 'DOC_0680', 'DOC_0695']","['Effects of a multi-strain Bacillus probiotic on the intestinal microbiome, haemato-immunology, and growth performance of Nile tilapia', 'Effects of dietary exogenous xylanase supplementation on growth performance, intestinal health, and carbohydrate metabolism of juvenile large yellow croaker, Larimichthys crocea', 'Cloning of hepatic lipase and the effects of dietary nutrition on hepatic lipase expression in genetically improved farmed tilapia (Oreochromis niloticus)']",3,reviewed,0.3094,0.0145,0.57,0.43,8.0,v7_en_high_medium_gold
AS-A07-EN-001,application,A07,感染微生物与抗菌耐药,"Infectious Diseases, Microbiology and Antimicrobial Resistance",感染微生物与抗菌耐药—英文证据主题1,Covid-19 / Mortality / Sars-Cov-2,属于“感染微生物与抗菌耐药”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Infectious Diseases, Microbiology and Antimicrobial Resistance, focusing on covid-19, mortality, sars-cov-2, pulmonary embolism, peritonitis.",en,"['covid-19', 'mortality', 'sars-cov-2', 'pulmonary embolism', 'peritonitis', 'ards']","['covid-19', 'mortality', 'sars-cov-2', 'pulmonary embolism', 'peritonitis', 'ards']","['sepsis', 'antibiotics', 'antimicrobial', 'bacterial']",19,"['DOC_0495', 'DOC_0118', 'DOC_0606', 'DOC_0352', 'DOC_0332']","['Baseline chest X-ray in coronavirus disease 19 (COVID-19) patients: association with clinical and laboratory data', 'Role of CT angiography in detecting acute pulmonary embolism associated with COVID-19 pneumonia', 'The association between treatment with heparin and survival in patients with Covid-19', 'ST-segment elevation in patients with COVID-19: a systematic review', 'Combined intravenous immunoglobulin and baricitinib treatment for severe COVID-19 with rhabdomyolysis: A case report']",3,reviewed,0.3471,0.0193,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A07-EN-002,application,A07,感染微生物与抗菌耐药,"Infectious Diseases, Microbiology and Antimicrobial Resistance",感染微生物与抗菌耐药—英文证据主题2,Sepsis / Antibiotics / Antimicrobial,属于“感染微生物与抗菌耐药”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Infectious Diseases, Microbiology and Antimicrobial Resistance, focusing on sepsis, antibiotics, antimicrobial, bacterial, copper.",en,"['sepsis', 'antibiotics', 'antimicrobial', 'bacterial', 'copper', 'resistance', 'bangladesh', 'resistant']","['sepsis', 'antibiotics', 'antimicrobial', 'bacterial', 'copper', 'resistance', 'bangladesh', 'resistant']","['covid-19', 'mortality', 'sars-cov-2', 'pulmonary embolism']",9,"['DOC_0365', 'DOC_0211', 'DOC_0896', 'DOC_0310', 'DOC_0802']","['Antibiotic Cross-linked Micelles with Reduced Toxicity for Multidrug-Resistant Bacterial Sepsis Treatment', 'Isolation and antimicrobial resistance of motile Salmonella enterica from the poultry hatchery environment', 'Seasonal variation in antimicrobial resistance rates of community-acquired Escherichia coli bloodstream isolates', 'Nanoliquid Dressing with Enhancing Anti-Infection Performance under the Moderate Photothermal Effect for Wound Treatment', 'Hawthorn berries extract for the green synthesis of copper and silver nanoparticles']",3,reviewed,0.3471,0.0193,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A08-EN-001,application,A08,妇产儿科与生殖健康,"Obstetrics, Pediatrics and Reproductive Health",妇产儿科与生殖健康—英文证据主题1,Children / Title / Patients,属于“妇产儿科与生殖健康”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Obstetrics, Pediatrics and Reproductive Health, focusing on children, title, patients, reproductive, pediatric.",en,"['children', 'title', 'patients', 'reproductive', 'pediatric', 'treatment', 'cancer', 'disease']","['children', 'title', 'patients', 'reproductive', 'pediatric', 'treatment', 'cancer', 'disease']","['discrete choice experiment', 'health-related quality of life']",14,"['DOC_0894', 'DOC_0504', 'DOC_0205', 'DOC_0707', 'DOC_0891']","['Evaluation of long-term follow-up and methimazole therapy outcomes of pediatric Graves’ disease: a single-center experience', 'Reproductive outcomes after floxuridine-based regimens for gestational trophoblastic neoplasia: A retrospective cohort study in a national referral center in China', 'The pediatric early warning system score: A severity of illness score to predict urgent medical need in hospitalized children', 'Ghrelin, obestatin and the ghrelin/obestatin ratio as potential mediators for food intake among obese children: a case control study', 'PON1 arylesterase activity, HDL functionality and their correlation in malnourished children']",3,reviewed,0.6411,0.0138,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A08-EN-002,application,A08,妇产儿科与生殖健康,"Obstetrics, Pediatrics and Reproductive Health",妇产儿科与生殖健康—英文证据主题2,Discrete Choice Experiment / Children / Health-Related Quality Of Life,属于“妇产儿科与生殖健康”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Obstetrics, Pediatrics and Reproductive Health, focusing on discrete choice experiment, children, health-related quality of life.",en,"['discrete choice experiment', 'children', 'health-related quality of life']","['discrete choice experiment', 'children', 'health-related quality of life']","['title', 'patients', 'reproductive', 'pediatric']",7,"['DOC_0297', 'DOC_0217', 'DOC_0623', 'DOC_0421', 'DOC_0326']","['Does Changing the Age of a Child to be Considered in 3-Level Version of EQ-5D-Y Discrete Choice Experiment–Based Valuation Studies Affect Health Preferences?', 'Comparison of Adult and Adolescent Preferences Toward EQ-5D-Y-3L Health States', 'A Review of the Methods Used to Generate Utility Values in NICE Technology Assessments for Children and Adolescents', 'Cost-Effectiveness of Pediatric Influenza Vaccination in The Netherlands', 'Multiple exposure pathways and health risk assessment of potentially harmful elements for children and adults living in a coal region in Brazil']",3,reviewed,0.6411,0.0138,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A09-EN-001,application,A09,医学影像、诊断与医疗器械,"Medical Imaging, Diagnostics and Medical Devices",医学影像、诊断与医疗器械—英文证据主题1,"Medical Imaging, Diagnostics and Medical Devices",属于“医学影像、诊断与医疗器械”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Medical Imaging, Diagnostics and Medical Devices, focusing on Medical Imaging, Diagnostics and Medical Devices.",en,[],[],[],7,"['DOC_0146', 'DOC_0709', 'DOC_0329', 'DOC_0848', 'DOC_0142']","['Preoperative measurement of the hiatal surface with MDCT: impact on surgical planning', 'MRI texture analysis in acromegaly and its role in predicting response to somatostatin receptor ligands', 'A deep cascaded segmentation of obstructive sleep apnea-relevant organs from sagittal spine MRI', 'Analysis of age-related changes in midfacial fat compartments in Asian women using computed tomography', 'The Optimal Sample Size for Usability Testing, From the Manufacturer’s Perspective: A Value-of-Information Approach']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A10-EN-001,application,A10,公共卫生、护理与卫生服务,"Public Health, Nursing and Health Services",公共卫生、护理与卫生服务—英文证据主题1,"Public Health, Nursing and Health Services",属于“公共卫生、护理与卫生服务”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Public Health, Nursing and Health Services, focusing on Public Health, Nursing and Health Services.",en,[],[],[],5,"['DOC_0456', 'DOC_0763', 'DOC_0270', 'DOC_0545', 'DOC_0174']","['A Systematic Review and Meta-Analysis of Change in Health-Related Quality of Life for Interactive Telehealth Interventions for Patients With Asthma', 'Psychometric performance of the Quality of Life in Short Stature Youth (QoLISSY) questionnaire in a randomized open-label comparator trial in idiopathic short stature', 'The Functional Assessment of Cancer Therapy Eight Dimension (FACT-8D), a Multi-Attribute Utility Instrument Derived From the Cancer-Specific FACT-General (FACT-G) Quality of Life Questionnaire: Development and Australian Value Set', 'Investigating the effects of myofascial induction therapy techniques on pain, function and quality of life in patients with chronic low back pain', 'Heparin-induced thrombocytopenia in extra-corporeal membrane oxygenation: epidemiology, outcomes, and diagnostic challenges']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A11-EN-001,application,A11,兽医、水产与动物健康,"Veterinary, Aquaculture and Animal Health",兽医、水产与动物健康—英文证据主题1,"Veterinary, Aquaculture and Animal Health",属于“兽医、水产与动物健康”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Veterinary, Aquaculture and Animal Health, focusing on Veterinary, Aquaculture and Animal Health.",en,[],[],[],8,"['DOC_0674', 'DOC_0801', 'DOC_0264', 'DOC_0665', 'DOC_0578']","['Impaired peroxisomal fat oxidation induces hepatic lipid accumulation and oxidative damage in Nile tilapia', 'Effect of dietary purslane (Portulaca oleracea L.) leaves powder on growth, immunostimulation, and protection of Nile tilapia, Oreochromis niloticus against Aeromonas hydrophila infection', 'Effect of 1 mg/kg oral prednisolone on biochemical analytes in ten dogs: a cross-over study', 'The onset of piscivory in a freshwater fish species: analysis of behavioural and physiological traits', 'Identification of the Nrf2 in the fathead minnow muscle cell line: role for a regulation in response to H2O2 induced the oxidative stress in fish cell']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A12-EN-001,application,A12,生态保护与农业生物,Ecological Conservation and Agricultural Biology,生态保护与农业生物—英文证据主题1,Species Richness / Conservation / Species,属于“生态保护与农业生物”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Ecological Conservation and Agricultural Biology, focusing on species richness, conservation, species, plant, seed.",en,"['species richness', 'conservation', 'species', 'plant', 'seed', 'soil', 'richness', 'title']","['species richness', 'conservation', 'species', 'plant', 'seed', 'soil', 'richness', 'title']","['implantation', 'high performance', 'pacemaker', 'mass spectrometry']",16,"['DOC_0846', 'DOC_0483', 'DOC_0669', 'DOC_0858', 'DOC_0868']","['Biological soil crust and vascular plant interactions in Western Myall ( Acacia papyrocarpa ) open woodland in South Australia', 'Grazing livestock increases both vegetation and seed bank diversity in remnant and restored grasslands', 'Soil water availability shapes species richness in mid‐latitude shrub steppe plant communities', 'Soil seed banks in the floodplain of a large river: A test of hypotheses on seed bank composition in relation to flooding and established vegetation', 'Requirements of plant species are linked to area and determine species pool and richness on small islands']",3,reviewed,0.5412,0.0152,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A12-EN-002,application,A12,生态保护与农业生物,Ecological Conservation and Agricultural Biology,生态保护与农业生物—英文证据主题2,Implantation / High Performance / Pacemaker,属于“生态保护与农业生物”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Ecological Conservation and Agricultural Biology, focusing on implantation, high performance, pacemaker, mass spectrometry, ms ms.",en,"['implantation', 'high performance', 'pacemaker', 'mass spectrometry', 'ms ms', 'liquid', 'tandem', 'chromatography']","['implantation', 'high performance', 'pacemaker', 'mass spectrometry', 'ms ms', 'liquid', 'tandem', 'chromatography']","['species richness', 'conservation', 'species', 'plant']",5,"['DOC_0593', 'DOC_0749', 'DOC_0049', 'DOC_0912', 'DOC_0416']","['Determination of Bioactive Polyphenols in Mangrove Species and Their in-Vitro anti- Candida Activities by Ultra-High-Performance Liquid Chromatography – Electrospray Ionization – Tandem Mass Spectrometry (UPLC-ESI-MS/MS)', 'Comparative Proteomics in Rice Seedlings to Characterize the Resistance to Cadmium Stress by High-Performance Liquid Chromatography – Tandem Mass Spectrometry (HPLC-MS/MS) with Isobaric Tag for Relative and Absolute Quantitation (iTRAQ)', 'The value of electrophysiologic study in decision-making regarding the need for pacemaker implantation after TAVI', 'Midrange ejection fraction as a risk factor for deterioration of cardiofunction after permanent pacemaker implantation', 'Colossal Magnetization and Giant Coercivity in Ion-Implanted (Nb and Co) MoS 2 Crystals']",3,reviewed,0.5412,0.0152,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A13-EN-001,application,A13,水环境、污染治理与废物资源化,"Water Environment, Pollution Control and Waste Valorization",水环境、污染治理与废物资源化—英文证据主题1,Water Treatment / Adsorption / Water,属于“水环境、污染治理与废物资源化”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Water Environment, Pollution Control and Waste Valorization, focusing on water treatment, adsorption, water, removal, review.",en,"['water treatment', 'adsorption', 'water', 'removal', 'review', 'treatment', 'applications', 'remediation']","['water treatment', 'adsorption', 'water', 'removal', 'review', 'treatment', 'applications', 'remediation']","['risk', 'health', 'distribution', 'soil']",9,"['DOC_0966', 'DOC_0179', 'DOC_0192', 'DOC_0356', 'DOC_0449']","['Cellulose-based beads for the adsorptive removal of wastewater effluents: a review', 'Magnetic nanoadsorbents for micropollutant removal in real water treatment: a review', 'Transitional metal chalcogenide nanostructures for remediation and energy: a review', 'Biochar production, activation and adsorptive applications: a review', 'Capture and Release Recyclable Dimethylaminomethyl-Calixarene Functional Cloths for Point-of-Use Removal of Highly Toxic Chromium Water Pollutants']",3,stable,1.0,0.0316,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A13-EN-002,application,A13,水环境、污染治理与废物资源化,"Water Environment, Pollution Control and Waste Valorization",水环境、污染治理与废物资源化—英文证据主题2,RISK / Health / Distribution,属于“水环境、污染治理与废物资源化”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Water Environment, Pollution Control and Waste Valorization, focusing on risk, health, distribution, soil, china.",en,"['risk', 'health', 'distribution', 'soil', 'china', 'potentially toxic', 'level', 'source']","['risk', 'health', 'distribution', 'soil', 'china', 'potentially toxic', 'level', 'source']","['water treatment', 'adsorption', 'water', 'removal']",5,"['DOC_0155', 'DOC_0134', 'DOC_0090', 'DOC_0233', 'DOC_0762']","['Contamination level, source identification and health risk evaluation of potentially toxic elements (PTEs) in groundwater of an industrial city in eastern India', 'Ecological risk and enrichment of potentially toxic elements in the soil and eroded sediment in an organic vineyard (Tokaj Nagy Hill, Hungary)', ""Spatial distribution, pollution level, and health risk of Pb in the finer dust of residential areas: a case study of Xi'an, northwest China"", 'Accumulation risk and source apportionment of heavy metals in different types of farmland in a typical farming area of northern China', 'Distribution, characterization and health risk assessment of size fractionated bioaerosols at an open landfill site in Dehradun, India']",3,stable,1.0,0.0316,0.4412,0.3012,8.0,v7_en_high_medium_gold
AS-A14-EN-001,application,A14,能源、电池与太阳能系统,"Energy, Batteries and Solar-Energy Systems",能源、电池与太阳能系统—英文证据主题1,XPS / Batteries / Lithium,属于“能源、电池与太阳能系统”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Energy, Batteries and Solar-Energy Systems, focusing on xps, batteries, lithium, solid, electrolyte.",en,"['xps', 'batteries', 'lithium', 'solid', 'electrolyte', 'sub', 'spectroscopy', 'ion']","['xps', 'batteries', 'lithium', 'solid', 'electrolyte', 'sub', 'spectroscopy', 'ion']","['tungsten carbide', 'recombination loss', 'leakage current', 'cigs thin film']",11,"['DOC_0290', 'DOC_0843', 'DOC_0132', 'DOC_0667', 'DOC_0622']","['Monitoring electrode/electrolyte interfaces of Li‐ion batteries under working conditions: A surface‐enhanced Raman spectroscopic study on LiCoO 2 composite cathodes', 'Electrochemical Impedance Spectroscopy and X-ray Photoelectron Spectroscopy Study of Lithium Metal Surface Aging in Imidazolium-Based Ionic Liquid Electrolytes Performed at Open-Circuit Voltage', 'Reactivity and Potential Profile across the Electrochemical LiCoO 2 –Li 3 PS 4 Interface Probed by Operando X-ray Photoelectron Spectroscopy', 'Quantifying Diffusion through Interfaces of Lithium-Ion Battery Active Materials', 'Sacrificial Poly(propylene carbonate) Membrane for Dispersing Nanoparticles and Preparing Artificial Solid Electrolyte Interphase on Li Metal Anode']",3,stable,0.7861,0.023,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A14-EN-002,application,A14,能源、电池与太阳能系统,"Energy, Batteries and Solar-Energy Systems",能源、电池与太阳能系统—英文证据主题2,Tungsten Carbide / Recombination Loss / Leakage Current,属于“能源、电池与太阳能系统”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Energy, Batteries and Solar-Energy Systems, focusing on tungsten carbide, recombination loss, leakage current, cigs thin film, trap density.",en,"['tungsten carbide', 'recombination loss', 'leakage current', 'cigs thin film', 'trap density', 'surface treatment', 'perovskite solar cells', 'performance enhancement']","['tungsten carbide', 'recombination loss', 'leakage current', 'cigs thin film', 'trap density', 'surface treatment', 'perovskite solar cells', 'performance enhancement']","['xps', 'batteries', 'lithium', 'solid']",4,"['DOC_0765', 'DOC_0066', 'DOC_0131', 'DOC_0367']","['Tuning Methylammonium Iodide Amount in Organolead Halide Perovskite Materials by Post-Treatment for High-Efficiency Solar Cells', 'Effect of sputtering power on properties and photovoltaic performance of CIGS thin film solar cells', 'Different Morphology Dependence for Efficient Indoor Organic Photovoltaics: The Role of the Leakage Current and Recombination Losses', 'Durable Tungsten Carbide Support for Pt-Based Fuel Cells Cathodes']",3,reviewed,0.7861,0.023,0.468,0.328,8.0,v7_en_high_medium_gold
AS-A15-EN-001,application,A15,结构材料、聚合物与复合材料,"Structural Materials, Polymers and Composites",结构材料、聚合物与复合材料—英文证据主题1,Conjugated Polymer / Nanocomposite / Self-Assembly,属于“结构材料、聚合物与复合材料”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Structural Materials, Polymers and Composites, focusing on conjugated polymer, nanocomposite, self-assembly.",en,"['conjugated polymer', 'nanocomposite', 'self-assembly']","['conjugated polymer', 'nanocomposite', 'self-assembly']","['drug delivery', 'drug', 'delivery', 'food']",17,"['DOC_0566', 'DOC_0399', 'DOC_0980', 'DOC_0550', 'DOC_0345']","['Systematic Study on the Morphological Development of Blade-Coated Conjugated Polymer Thin Films via In Situ Measurements', 'Organoclay/conjugated polymer nanocomposites: structural, thermal, and electrical properties', 'Using the Surface Features of Plant Matter to Create All-Polymer Pseudocapacitors with High Areal Capacitance', 'Light-Emitting Electrochemical Cells Based on Conjugated Ion Gels', 'Tuning Interparticle Contacts and Transport Properties of Maghemite–Thermoset Nanocomposites by Applying Oscillating Magnetic Fields']",3,reviewed,0.1857,0.0055,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A15-EN-002,application,A15,结构材料、聚合物与复合材料,"Structural Materials, Polymers and Composites",结构材料、聚合物与复合材料—英文证据主题2,Drug Delivery / DRUG / Delivery,属于“结构材料、聚合物与复合材料”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Structural Materials, Polymers and Composites, focusing on drug delivery, drug, delivery, food, water.",en,"['drug delivery', 'drug', 'delivery', 'food', 'water', 'nanoparticles', 'enhanced', 'packaging']","['drug delivery', 'drug', 'delivery', 'food', 'water', 'nanoparticles', 'enhanced', 'packaging']","['conjugated polymer', 'nanocomposite', 'self-assembly']",9,"['DOC_0489', 'DOC_0140', 'DOC_0733', 'DOC_0080', 'DOC_0327']","['Functionalization of polymers and nanomaterials for water treatment, food packaging, textile and biomedical applications: a review', 'Bottlebrush Polymer-Conjugated Melittin Exhibits Enhanced Antitumor Activity and Better Safety Profile', 'Smart Fortified PHBV-CS Biopolymer with ZnO–Ag Nanocomposites for Enhanced Shelf Life of Food Packaging', 'Injectable Magnetic-Responsive Short-Peptide Supramolecular Hydrogels: Ex Vivo and In Vivo Evaluation', 'Monodisperse Selectively Permeable Hydrogel Capsules Made from Single Emulsion Drops']",3,reviewed,0.1857,0.0055,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A15-EN-003,application,A15,结构材料、聚合物与复合材料,"Structural Materials, Polymers and Composites",结构材料、聚合物与复合材料—英文证据主题3,Surface Energy / Scaling / Surfaces,属于“结构材料、聚合物与复合材料”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Structural Materials, Polymers and Composites, focusing on surface energy, scaling, surfaces, scale, dual.",en,"['surface energy', 'scaling', 'surfaces', 'scale', 'dual', 'energy', 'component', 'composites']","['surface energy', 'scaling', 'surfaces', 'scale', 'dual', 'energy', 'component', 'composites']","['conjugated polymer', 'nanocomposite', 'self-assembly']",7,"['DOC_0522', 'DOC_0925', 'DOC_0627', 'DOC_0592', 'DOC_0392']","['Scale-Phobic Surfaces Made of Rare Earth Oxide Ceramics', 'Micro-/Nanoscale Approach for Studying Scale Formation and Developing Scale-Resistant Surfaces', 'Nonionic Surfactants for the Cleaning of Works of Art: Insights on Acrylic Polymer Films Dewetting and Artificial Soil Removal', 'Oxygen Exchange in Dual-Phase La 0.65 Sr 0.35 MnO 3 –CeO 2 Composites for Solar Thermochemical Fuel Production', 'Reversible Dual-Stimuli-Responsive Chromic Transparent Wood Biocomposites for Smart Window Applications']",3,reviewed,0.1857,0.0055,0.42,0.28,8.0,v7_en_high_medium_gold
